Word,Date,Notes Citation,Green Citation,Citation
love staff,1653,"Francis Rabelais, ""How They Apparelled Gargantua,"" chap. 8 in Five Books of the Lives, Heroic Deeds and Sayings of Gargantua and His Son Pantagruel, trans. Thomas Urquhart, vol. 1 (Derby: Moray Press, 1653; Project Gutenberg, 2005), https://www.gutenberg.org/ebooks/8166.",,"One of them would call it her little dille, her staff of love, her quillety, her faucetin, her dandilolly. Another, her peen, her jolly kyle, her bableret, her membretoon, her quickset imp: another again, her branch of coral, her female adamant, her placket-racket, her Cyprian sceptre, her jewel for ladies. And some of the other women would give it these names,—my bunguetee, my stopple too, my bush-rusher, my gallant wimble, my pretty borer, my coney-burrow-ferret, my little piercer, my augretine, my dangling hangers, down right to it, stiff and stout, in and to, my pusher, dresser, pouting stick, my honey pipe, my pretty pillicock, linky pinky, futilletie, my lusty andouille, and crimson chitterling, my little couille bredouille, my pretty rogue, and so forth."
linky pinky,1653,"Francis Rabelais, ""Of the Youthful Age of Gargantua,"" chap. 11 in Five Books of the Lives, Heroic Deeds and Sayings of Gargantua and His Son Pantagruel, trans. Thomas Urquhart, vol. 1 (Derby: Moray Press, 1653; Project Gutenberg, 2005), https://www.gutenberg.org/ebooks/8166.",,"One of them would call it her little dille, her staff of love, her quillety, her faucetin, her dandilolly. Another, her peen, her jolly kyle, her bableret, her membretoon, her quickset imp: another again, her branch of coral, her female adamant, her placket-racket, her Cyprian sceptre, her jewel for ladies. And some of the other women would give it these names,—my bunguetee, my stopple too, my bush-rusher, my gallant wimble, my pretty borer, my coney-burrow-ferret, my little piercer, my augretine, my dangling hangers, down right to it, stiff and stout, in and to, my pusher, dresser, pouting stick, my honey pipe, my pretty pillicock, linky pinky, futilletie, my lusty andouille, and crimson chitterling, my little couille bredouille, my pretty rogue, and so forth."
jolly kyle,1653,"Francis Rabelais, ""How They Apparelled Gargantua,"" chap. 8 in Five Books of the Lives, Heroic Deeds and Sayings of Gargantua and His Son Pantagruel, trans. Thomas Urquhart, vol. 1 (Derby: Moray Press, 1653; Project Gutenberg, 2005), https://www.gutenberg.org/ebooks/8166.",,"One of them would call it her little dille, her staff of love, her quillety, her faucetin, her dandilolly. Another, her peen, her jolly kyle, her bableret, her membretoon, her quickset imp: another again, her branch of coral, her female adamant, her placket-racket, her Cyprian sceptre, her jewel for ladies. And some of the other women would give it these names,—my bunguetee, my stopple too, my bush-rusher, my gallant wimble, my pretty borer, my coney-burrow-ferret, my little piercer, my augretine, my dangling hangers, down right to it, stiff and stout, in and to, my pusher, dresser, pouting stick, my honey pipe, my pretty pillicock, linky pinky, futilletie, my lusty andouille, and crimson chitterling, my little couille bredouille, my pretty rogue, and so forth."
jewel,1653,"Francis Rabelais, ""How They Apparelled Gargantua,"" chap. 8 in Five Books of the Lives, Heroic Deeds and Sayings of Gargantua and His Son Pantagruel, trans. Thomas Urquhart, vol. 1 (Derby: Moray Press, 1653; Project Gutenberg, 2005), https://www.gutenberg.org/ebooks/8166.",,"One of them would call it her little dille, her staff of love, her quillety, her faucetin, her dandilolly. Another, her peen, her jolly kyle, her bableret, her membretoon, her quickset imp: another again, her branch of coral, her female adamant, her placket-racket, her Cyprian sceptre, her jewel for ladies. And some of the other women would give it these names,—my bunguetee, my stopple too, my bush-rusher, my gallant wimble, my pretty borer, my coney-burrow-ferret, my little piercer, my augretine, my dangling hangers, down right to it, stiff and stout, in and to, my pusher, dresser, pouting stick, my honey pipe, my pretty pillicock, linky pinky, futilletie, my lusty andouille, and crimson chitterling, my little couille bredouille, my pretty rogue, and so forth."
in and to,1653,"Francis Rabelais, ""Of the Youthful Age of Gargantua,"" chap. 11 in Five Books of the Lives, Heroic Deeds and Sayings of Gargantua and His Son Pantagruel, trans. Thomas Urquhart, vol. 1 (Derby: Moray Press, 1653; Project Gutenberg, 2005), https://www.gutenberg.org/ebooks/8166.",,"One of them would call it her little dille, her staff of love, her quillety, her faucetin, her dandilolly. Another, her peen, her jolly kyle, her bableret, her membretoon, her quickset imp: another again, her branch of coral, her female adamant, her placket-racket, her Cyprian sceptre, her jewel for ladies. And some of the other women would give it these names,—my bunguetee, my stopple too, my bush-rusher, my gallant wimble, my pretty borer, my coney-burrow-ferret, my little piercer, my augretine, my dangling hangers, down right to it, stiff and stout, in and to, my pusher, dresser, pouting stick, my honey pipe, my pretty pillicock, linky pinky, futilletie, my lusty andouille, and crimson chitterling, my little couille bredouille, my pretty rogue, and so forth."
honey pipe,1653,"Francis Rabelais, ""Of the Youthful Age of Gargantua,"" chap. 11 in Five Books of the Lives, Heroic Deeds and Sayings of Gargantua and His Son Pantagruel, trans. Thomas Urquhart, vol. 1 (Derby: Moray Press, 1653; Project Gutenberg, 2005), https://www.gutenberg.org/ebooks/8166.",,"One of them would call it her little dille, her staff of love, her quillety, her faucetin, her dandilolly. Another, her peen, her jolly kyle, her bableret, her membretoon, her quickset imp: another again, her branch of coral, her female adamant, her placket-racket, her Cyprian sceptre, her jewel for ladies. And some of the other women would give it these names,—my bunguetee, my stopple too, my bush-rusher, my gallant wimble, my pretty borer, my coney-burrow-ferret, my little piercer, my augretine, my dangling hangers, down right to it, stiff and stout, in and to, my pusher, dresser, pouting stick, my honey pipe, my pretty pillicock, linky pinky, futilletie, my lusty andouille, and crimson chitterling, my little couille bredouille, my pretty rogue, and so forth."
hanger,1653,"Francis Rabelais, ""Of the Youthful Age of Gargantua,"" chap. 11 in Five Books of the Lives, Heroic Deeds and Sayings of Gargantua and His Son Pantagruel, trans. Thomas Urquhart, vol. 1 (Derby: Moray Press, 1653; Project Gutenberg, 2005), https://www.gutenberg.org/ebooks/8166.",,"One of them would call it her little dille, her staff of love, her quillety, her faucetin, her dandilolly. Another, her peen, her jolly kyle, her bableret, her membretoon, her quickset imp: another again, her branch of coral, her female adamant, her placket-racket, her Cyprian sceptre, her jewel for ladies. And some of the other women would give it these names,—my bunguetee, my stopple too, my bush-rusher, my gallant wimble, my pretty borer, my coney-burrow-ferret, my little piercer, my augretine, my dangling hangers, down right to it, stiff and stout, in and to, my pusher, dresser, pouting stick, my honey pipe, my pretty pillicock, linky pinky, futilletie, my lusty andouille, and crimson chitterling, my little couille bredouille, my pretty rogue, and so forth."
futilletie,1653,"Francis Rabelais, ""Of the Youthful Age of Gargantua,"" chap. 11 in Five Books of the Lives, Heroic Deeds and Sayings of Gargantua and His Son Pantagruel, trans. Thomas Urquhart, vol. 1 (Derby: Moray Press, 1653; Project Gutenberg, 2005), https://www.gutenberg.org/ebooks/8166.",,"One of them would call it her little dille, her staff of love, her quillety, her faucetin, her dandilolly. Another, her peen, her jolly kyle, her bableret, her membretoon, her quickset imp: another again, her branch of coral, her female adamant, her placket-racket, her Cyprian sceptre, her jewel for ladies. And some of the other women would give it these names,—my bunguetee, my stopple too, my bush-rusher, my gallant wimble, my pretty borer, my coney-burrow-ferret, my little piercer, my augretine, my dangling hangers, down right to it, stiff and stout, in and to, my pusher, dresser, pouting stick, my honey pipe, my pretty pillicock, linky pinky, futilletie, my lusty andouille, and crimson chitterling, my little couille bredouille, my pretty rogue, and so forth."
female adamant,1653,"Francis Rabelais, ""How They Apparelled Gargantua,"" chap. 8 in Five Books of the Lives, Heroic Deeds and Sayings of Gargantua and His Son Pantagruel, trans. Thomas Urquhart, vol. 1 (Derby: Moray Press, 1653; Project Gutenberg, 2005), https://www.gutenberg.org/ebooks/8166.",,"One of them would call it her little dille, her staff of love, her quillety, her faucetin, her dandilolly. Another, her peen, her jolly kyle, her bableret, her membretoon, her quickset imp: another again, her branch of coral, her female adamant, her placket-racket, her Cyprian sceptre, her jewel for ladies. And some of the other women would give it these names,—my bunguetee, my stopple too, my bush-rusher, my gallant wimble, my pretty borer, my coney-burrow-ferret, my little piercer, my augretine, my dangling hangers, down right to it, stiff and stout, in and to, my pusher, dresser, pouting stick, my honey pipe, my pretty pillicock, linky pinky, futilletie, my lusty andouille, and crimson chitterling, my little couille bredouille, my pretty rogue, and so forth."
dresser,1653,"Francis Rabelais, ""Of the Youthful Age of Gargantua,"" chap. 11 in Five Books of the Lives, Heroic Deeds and Sayings of Gargantua and His Son Pantagruel, trans. Thomas Urquhart, vol. 1 (Derby: Moray Press, 1653; Project Gutenberg, 2005), https://www.gutenberg.org/ebooks/8166.",,"One of them would call it her little dille, her staff of love, her quillety, her faucetin, her dandilolly. Another, her peen, her jolly kyle, her bableret, her membretoon, her quickset imp: another again, her branch of coral, her female adamant, her placket-racket, her Cyprian sceptre, her jewel for ladies. And some of the other women would give it these names,—my bunguetee, my stopple too, my bush-rusher, my gallant wimble, my pretty borer, my coney-burrow-ferret, my little piercer, my augretine, my dangling hangers, down right to it, stiff and stout, in and to, my pusher, dresser, pouting stick, my honey pipe, my pretty pillicock, linky pinky, futilletie, my lusty andouille, and crimson chitterling, my little couille bredouille, my pretty rogue, and so forth."
down right to it,1653,"Francis Rabelais, ""Of the Youthful Age of Gargantua,"" chap. 11 in Five Books of the Lives, Heroic Deeds and Sayings of Gargantua and His Son Pantagruel, trans. Thomas Urquhart, vol. 1 (Derby: Moray Press, 1653; Project Gutenberg, 2005), https://www.gutenberg.org/ebooks/8166.",,"One of them would call it her little dille, her staff of love, her quillety, her faucetin, her dandilolly. Another, her peen, her jolly kyle, her bableret, her membretoon, her quickset imp: another again, her branch of coral, her female adamant, her placket-racket, her Cyprian sceptre, her jewel for ladies. And some of the other women would give it these names,—my bunguetee, my stopple too, my bush-rusher, my gallant wimble, my pretty borer, my coney-burrow-ferret, my little piercer, my augretine, my dangling hangers, down right to it, stiff and stout, in and to, my pusher, dresser, pouting stick, my honey pipe, my pretty pillicock, linky pinky, futilletie, my lusty andouille, and crimson chitterling, my little couille bredouille, my pretty rogue, and so forth."
dille,1653,"Francis Rabelais, ""How They Apparelled Gargantua,"" chap. 8 in Five Books of the Lives, Heroic Deeds and Sayings of Gargantua and His Son Pantagruel, trans. Thomas Urquhart, vol. 1 (Derby: Moray Press, 1653; Project Gutenberg, 2005), https://www.gutenberg.org/ebooks/8166.",,"One of them would call it her little dille, her staff of love, her quillety, her faucetin, her dandilolly. Another, her peen, her jolly kyle, her bableret, her membretoon, her quickset imp: another again, her branch of coral, her female adamant, her placket-racket, her Cyprian sceptre, her jewel for ladies. And some of the other women would give it these names,—my bunguetee, my stopple too, my bush-rusher, my gallant wimble, my pretty borer, my coney-burrow-ferret, my little piercer, my augretine, my dangling hangers, down right to it, stiff and stout, in and to, my pusher, dresser, pouting stick, my honey pipe, my pretty pillicock, linky pinky, futilletie, my lusty andouille, and crimson chitterling, my little couille bredouille, my pretty rogue, and so forth."
Cyprian sceptre,1653,"Francis Rabelais, ""How They Apparelled Gargantua,"" chap. 8 in Five Books of the Lives, Heroic Deeds and Sayings of Gargantua and His Son Pantagruel, trans. Thomas Urquhart, vol. 1 (Derby: Moray Press, 1653; Project Gutenberg, 2005), https://www.gutenberg.org/ebooks/8166.",,"One of them would call it her little dille, her staff of love, her quillety, her faucetin, her dandilolly. Another, her peen, her jolly kyle, her bableret, her membretoon, her quickset imp: another again, her branch of coral, her female adamant, her placket-racket, her Cyprian sceptre, her jewel for ladies. And some of the other women would give it these names,—my bunguetee, my stopple too, my bush-rusher, my gallant wimble, my pretty borer, my coney-burrow-ferret, my little piercer, my augretine, my dangling hangers, down right to it, stiff and stout, in and to, my pusher, dresser, pouting stick, my honey pipe, my pretty pillicock, linky pinky, futilletie, my lusty andouille, and crimson chitterling, my little couille bredouille, my pretty rogue, and so forth."
